Id,Chr,Start,End,GC_Percent
ENSMUSG00000045514,chr6,40569487,40574343,44.02
ENSMUSG00000054905,chr16,36450537,36455392,40.16
ENSMUSG00000022587,chr15,74955051,74959905,54.62
ENSMUSG00000062751,chr6,41458932,41463786,41.15
ENSMUSG00000073920,chr7,104686501,104691354,36.14
ENSMUSG00000075090,chr2,89360013,89364865,33.98
ENSMUSG00000024902,chr19,4962147,4966999,48.36
ENSMUSG00000115378,chr1,63615968,63620819,38.09
ENSMUSG00000007480,chr18,68337596,68342446,43.6
ENSMUSG00000031570,chr8,25720037,25724887,48.98
ENSMUSG00000044025,chr10,129498492,129503342,31.75
ENSMUSG00000091827,chr5,17373180,17378028,44.96
ENSMUSG00000032099,chr9,35607093,35611941,37.72
ENSMUSG00000055170,chr10,118441046,118445892,41.39
ENSMUSG00000022706,chr16,18872018,18876862,46.56
ENSMUSG00000038968,chr7,44136767,44141610,49.05
ENSMUSG00000038415,chr13,31556134,31560976,56.58
ENSMUSG00000109022,chr19,12227755,12232596,38.81
ENSMUSG00000039195,chr2,32377097,32381938,55.53
ENSMUSG00000073616,chr1,92637145,92641985,53.85
ENSMUSG00000003273,chr7,45699843,45704682,55.52
ENSMUSG00000058643,chr5,17476098,17480936,45.48
ENSMUSG00000049506,chr11,104186327,104191163,55.01
ENSMUSG00000075196,chr2,86226567,86231401,30.51
ENSMUSG00000010047,chr9,107567945,107572779,55.45
ENSMUSG00000096014,chr8,12395295,12400126,56.89
ENSMUSG00000033717,chr19,54044151,54048982,58.57
ENSMUSG00000025156,chr11,120784272,120789102,57.71
ENSMUSG00000079628,chrX,37646500,37651327,43.83
ENSMUSG00000033383,chr16,23429133,23433960,48.32
ENSMUSG00000026644,chr2,3336168,3340993,43.16
ENSMUSG00000030001,chr6,86016171,86020996,50.46
ENSMUSG00000094701,chr9,38655052,38659875,35.05
ENSMUSG00000062328,chr18,74998558,75003381,46.14
ENSMUSG00000026360,chr1,143999338,144004161,43.62
ENSMUSG00000022540,chr16,5008730,5013553,56.12
ENSMUSG00000045684,chr2,25676786,25681608,51.21
ENSMUSG00000072188,chr5,14974113,14978935,44.6
ENSMUSG00000053695,chr8,18986233,18991055,40.66
ENSMUSG00000099762,chr5,15471703,15476523,44.56
ENSMUSG00000046431,chr7,108880188,108885006,39.2
ENSMUSG00000079633,chrX,37514359,37519176,43.61
ENSMUSG00000003379,chr7,24897381,24902197,52.27
ENSMUSG00000017390,chr11,78322968,78327781,52.45
ENSMUSG00000075161,chr2,87091195,87096008,32.28
ENSMUSG00000079018,chr15,75044018,75048830,48.2
ENSMUSG00000035557,chr11,100256217,100261029,54.39
ENSMUSG00000079630,chrX,37602894,37607704,43.73
ENSMUSG00000041117,chr7,16992708,16997516,53.36
ENSMUSG00000058976,chr7,103415072,103419880,45.91
ENSMUSG00000079460,chrX,112239049,112243852,36.74
ENSMUSG00000054272,chr7,11005745,11010547,39.6
ENSMUSG00000039041,chr2,180171485,180176286,57.89
ENSMUSG00000000701,chr12,105176344,105181145,49.5
ENSMUSG00000051159,chrX,102247381,102252181,57.34
ENSMUSG00000053719,chr7,44012168,44016968,50.18
ENSMUSG00000103906,chr15,75909735,75914535,56.63
ENSMUSG00000070933,chr5,15619064,15623864,44.72
ENSMUSG00000020253,chr9,106194947,106199746,55.54
ENSMUSG00000032403,chr9,63394447,63399246,39.19
ENSMUSG00000021379,chr13,48261228,48266026,46.34
ENSMUSG00000078116,chr9,18814728,18819526,30.94
ENSMUSG00000073967,chr7,102695910,102700707,41.98
ENSMUSG00000053334,chr5,113735803,113740600,55.36
ENSMUSG00000042729,chr19,8735827,8740624,47.06
ENSMUSG00000076431,chr13,28948919,28953713,51.14
ENSMUSG00000024176,chr17,25565892,25570686,54.49
ENSMUSG00000079639,chrX,37265338,37270132,43.5
ENSMUSG00000071138,chr8,27344394,27349188,40.88
ENSMUSG00000058715,chr1,171229572,171234365,48.64
ENSMUSG00000035686,chr7,97412938,97417730,48.01
ENSMUSG00000048919,chr11,59588497,59593289,41.85
ENSMUSG00000070330,chr11,117860752,117865543,56.8
ENSMUSG00000020621,chr12,10390772,10395562,41.04
ENSMUSG00000040134,chr10,127884028,127888817,46.62
ENSMUSG00000051726,chr12,17172100,17176888,54.17
ENSMUSG00000035953,chr14,50926068,50930856,49.03
ENSMUSG00000079635,chrX,37480337,37485124,43.25
ENSMUSG00000024841,chr19,5366741,5371526,49.44
ENSMUSG00000090714,chr7,11161374,11166159,39.59
ENSMUSG00000071771,chrX,37432494,37437279,43.13
ENSMUSG00000010051,chr9,107576927,107581710,52.86
ENSMUSG00000057654,chr11,58550854,58555636,42.44
ENSMUSG00000073888,chr4,41769467,41774247,52.27
ENSMUSG00000067848,chr5,11918043,11922821,44.26
ENSMUSG00000075425,chr2,29759312,29764089,48.79
ENSMUSG00000033219,chr5,14910122,14914899,45.12
ENSMUSG00000059689,chr6,117841180,117845956,48.11
ENSMUSG00000113640,chr10,80602880,80607654,57.3
ENSMUSG00000039763,chr16,91614254,91619026,45.72
ENSMUSG00000021486,chr13,55320500,55325272,53.82
ENSMUSG00000095829,chr5,11341516,11346286,44.2
ENSMUSG00000073208,chr5,15709501,15714271,44.94
ENSMUSG00000093920,chr11,87892618,87897387,48.28
ENSMUSG00000073411,chr17,35262730,35267499,54.09
ENSMUSG00000026201,chr1,75210838,75215606,51.58
ENSMUSG00000095886,chr17,39950520,39955287,32.11
ENSMUSG00000014905,chr12,44205559,44210326,40.35
ENSMUSG00000106445,chr5,15524456,15529222,44.79
ENSMUSG00000051180,chr7,140159999,140164764,50.5
ENSMUSG00000046975,chr2,85847030,85851794,35.17
ENSMUSG00000020429,chr11,7197782,7202546,48.86
ENSMUSG00000043354,chr7,102971180,102975943,39.21
ENSMUSG00000078607,chr11,107025681,107030443,52.26
ENSMUSG00000028081,chr3,86137940,86142702,45.56
ENSMUSG00000021520,chr13,66900617,66905378,40.15
ENSMUSG00000049191,chrX,102066544,102071304,53.2
ENSMUSG00000029614,chr5,121204481,121209241,50.24
ENSMUSG00000048528,chr7,132594878,132599637,51.37
ENSMUSG00000015217,chrX,71555918,71560676,51.46
ENSMUSG00000056883,chr7,140463370,140468128,44.44
ENSMUSG00000095741,chrX,37571405,37576163,41.16
ENSMUSG00000066512,chr7,44215945,44220703,51.71
ENSMUSG00000006724,chr10,127048250,127053006,53.29
ENSMUSG00000049160,chr1,161154558,161159314,41.43
ENSMUSG00000109403,chr2,112019656,112024412,36.05
ENSMUSG00000050705,chr17,35892677,35897431,51.57
ENSMUSG00000024406,chr17,35506018,35510772,52.95
ENSMUSG00000038015,chr16,10791380,10796134,47.76
ENSMUSG00000057666,chr6,125161715,125166467,54.89
ENSMUSG00000040562,chr3,107981702,107986453,50.23
ENSMUSG00000023348,chr5,137309654,137314404,54.6
ENSMUSG00000031157,chrX,7894519,7899269,46.77
ENSMUSG00000061367,chr10,129160003,129164751,34.72
ENSMUSG00000056201,chr19,5490455,5495201,52.64
ENSMUSG00000096878,chr5,15577333,15582078,44.58
ENSMUSG00000090019,chr6,48739054,48743795,51.01
ENSMUSG00000035042,chr11,83525778,83530518,46.64
ENSMUSG00000046150,chr9,38669861,38674601,34.72
ENSMUSG00000073802,chr4,89306299,89311039,46.07
ENSMUSG00000079638,chrX,37412067,37416806,41.1
ENSMUSG00000095918,chr5,11183072,11187810,43.76
ENSMUSG00000032997,chr1,75474569,75479307,58.26
ENSMUSG00000005628,chr3,95124476,95129209,51.33
ENSMUSG00000070820,chr4,118732175,118736906,46.2
ENSMUSG00000010045,chr9,107533945,107538673,55.06
ENSMUSG00000000202,chr11,114791217,114795945,56.02
ENSMUSG00000028466,chr4,43562332,43567060,48.36
ENSMUSG00000019822,chr10,41485642,41490369,54.51
ENSMUSG00000071180,chr13,108044446,108049172,40.45
ENSMUSG00000064284,chr15,85806972,85811697,51.86
ENSMUSG00000046719,chr11,95509845,95514570,59.08
ENSMUSG00000098387,chr2,144368996,144373721,43.67
ENSMUSG00000044897,chr10,130030348,130035071,33.26
ENSMUSG00000030666,chr7,114718643,114723365,48.34
ENSMUSG00000015095,chr2,25500750,25505471,57.03
ENSMUSG00000118537,chr13,104173722,104178439,38.94
ENSMUSG00000029073,chr4,155864723,155869440,50.42
ENSMUSG00000044359,chrX,100590154,100594869,46.2
ENSMUSG00000054128,chr17,36185572,36190287,47.73
ENSMUSG00000095098,chr19,5453180,5457894,54.76
ENSMUSG00000028963,chr4,150997097,151001810,49.92
ENSMUSG00000095104,chr17,39640954,39645666,31.32
ENSMUSG00000095301,chr7,107964803,107969514,35.17
ENSMUSG00000004885,chr3,87948666,87953376,52.45
ENSMUSG00000051827,chrX,37244976,37249686,41.07
ENSMUSG00000096485,chr19,13338862,13343572,33.94
ENSMUSG00000095095,chr11,73588302,73593008,37.35
ENSMUSG00000096345,chr17,39536142,39540847,31.39
ENSMUSG00000058071,chr10,129944396,129949100,31.75
ENSMUSG00000044022,chr18,37513621,37518325,42.51
ENSMUSG00000085584,chrX,143099594,143104297,48.6
ENSMUSG00000109487,chr2,111644498,111649201,34.03
ENSMUSG00000007038,chr17,34931253,34935953,54.14
ENSMUSG00000079681,chr9,21062393,21067093,48.76
ENSMUSG00000027932,chr3,90385239,90389938,57.28
ENSMUSG00000095912,chr14,5164535,5169233,43.63
ENSMUSG00000059279,chr11,58565856,58570553,42.53
ENSMUSG00000034227,chr11,116330704,116335399,59.65
ENSMUSG00000079507,chr17,35320405,35325099,50.05
ENSMUSG00000067615,chr15,101459061,101463751,54.91
ENSMUSG00000000776,chr14,70438757,70443447,51.78
ENSMUSG00000070531,chr2,164613522,164618212,51.65
ENSMUSG00000047613,chr4,153957237,153961925,52.68
ENSMUSG00000003039,chr8,72219730,72224418,49.22
ENSMUSG00000044430,chr7,43768897,43773585,51.84
ENSMUSG00000075092,chr2,89324989,89329675,36.25
ENSMUSG00000039209,chr16,10170226,10174911,40.29
ENSMUSG00000005824,chr17,57189492,57194177,50.34
ENSMUSG00000029546,chr5,139543494,139548179,60.33
ENSMUSG00000030117,chr6,122605403,122610087,48.07
ENSMUSG00000029909,chr6,40514824,40519508,40.77
ENSMUSG00000030493,chr7,35392152,35396836,49.52
ENSMUSG00000045268,chr4,119169513,119174195,50.25
ENSMUSG00000023909,chr17,23736186,23740867,57.13
ENSMUSG00000032518,chr9,120127689,120132369,50.54
ENSMUSG00000045435,chr5,20882191,20886870,43.87
ENSMUSG00000033313,chr8,105264648,105269326,52.04
ENSMUSG00000068860,chr3,95236920,95241598,50.12
ENSMUSG00000008035,chrX,10715013,10719690,51.6
ENSMUSG00000036615,chr3,54803115,54807791,45.69
ENSMUSG00000049052,chr10,129841418,129846094,33.65
ENSMUSG00000028795,chr4,129619274,129623947,51.48
ENSMUSG00000074825,chr2,127138772,127143442,51.25
ENSMUSG00000021789,chr14,41131782,41136452,45.37
ENSMUSG00000043501,chr15,78850860,78855529,51.18
ENSMUSG00000040794,chr2,90885860,90890525,55.77
ENSMUSG00000025578,chr11,119036305,119040969,55.09
ENSMUSG00000067186,chr17,38129863,38134526,35.74
ENSMUSG00000046056,chr7,30751471,30756134,52.47
ENSMUSG00000073396,chr17,40727120,40731782,36.61
ENSMUSG00000092586,chr17,35065388,35070050,53.03
ENSMUSG00000050612,chr17,65637507,65642168,46.14
ENSMUSG00000024963,chr19,6987911,6992572,50.3
ENSMUSG00000044988,chr13,3940688,3945349,46.68
ENSMUSG00000035274,chr9,85842380,85847040,52.22
ENSMUSG00000046387,chr18,37484795,37489454,44.36
ENSMUSG00000067616,chr7,43774604,43779263,54.23
ENSMUSG00000022614,chr15,89351004,89355659,57.6
ENSMUSG00000021485,chr13,55325168,55329823,54.9
ENSMUSG00000026125,chr1,34498410,34503063,53.5
ENSMUSG00000051483,chr16,93605853,93610505,47.58
ENSMUSG00000063767,chr3,90654017,90658669,48.66
ENSMUSG00000037211,chr3,37639947,37644598,54.08
ENSMUSG00000037525,chr15,99470079,99474730,47.55
ENSMUSG00000035420,chr18,50278369,50283020,46.63
ENSMUSG00000053647,chr5,139423151,139427800,54.32
ENSMUSG00000075214,chr2,85646057,85650704,34.1
ENSMUSG00000033272,chr18,36679215,36683861,52.1
ENSMUSG00000006948,chr7,43881160,43885804,53.13
ENSMUSG00000078651,chr11,101325063,101329702,51.38
ENSMUSG00000045092,chr3,115710433,115715072,47
ENSMUSG00000028040,chr3,89333390,89338028,54.41
ENSMUSG00000040680,chr17,23741197,23745833,58.31
ENSMUSG00000060765,chr11,58577730,58582365,43.79
ENSMUSG00000066747,chr9,37917840,37922474,38.45
ENSMUSG00000043664,chr8,71554238,71558871,53.52
ENSMUSG00000094024,chr17,39406359,39410992,31.33
ENSMUSG00000098678,chr15,75884137,75888770,57.6
ENSMUSG00000070379,chr11,74153529,74158161,40.6
ENSMUSG00000056972,chr7,62377010,62381640,57.57
ENSMUSG00000073085,chrX,76393350,76397979,39.11
ENSMUSG00000024907,chr19,3409915,3414544,53.07
ENSMUSG00000056600,chr17,37083871,37088499,44.85
ENSMUSG00000030792,chr7,45207519,45212147,50.1
ENSMUSG00000061952,chr11,50981967,50986593,44.46
ENSMUSG00000044055,chr1,92644218,92648841,52.51
ENSMUSG00000072709,chr11,73452886,73457508,37.16
ENSMUSG00000068122,chrX,21484544,21489164,37.65
ENSMUSG00000042821,chr2,167538195,167542814,56.95
ENSMUSG00000060550,chr17,35439155,35443773,53.73
ENSMUSG00000049422,chr10,75933130,75937747,51.88
ENSMUSG00000046814,chr2,119167773,119172390,51.78
ENSMUSG00000048277,chr11,117809668,117814283,56.56
ENSMUSG00000004264,chr6,124712336,124716950,53.26
ENSMUSG00000048007,chrX,134537256,134541865,45.64
ENSMUSG00000006235,chr9,21958897,21963506,55.73
ENSMUSG00000058755,chr11,4236420,4241026,55.02
ENSMUSG00000045202,chr17,37793529,37798134,36.73
ENSMUSG00000050813,chr11,58487950,58492555,43.36
ENSMUSG00000040017,chr7,46727998,46732603,48.98
ENSMUSG00000040699,chr11,106156256,106160860,58.18
ENSMUSG00000021018,chr16,20717665,20722267,43.97
ENSMUSG00000056728,chr13,60798250,60802849,44.17
ENSMUSG00000034059,chr2,84734058,84738655,52.5
ENSMUSG00000074030,chr8,124893108,124897705,52.2
ENSMUSG00000075127,chr2,88401859,88406453,36.17
ENSMUSG00000002910,chr8,70835129,70839720,54.86
ENSMUSG00000066905,chr9,19845156,19849747,31.16
ENSMUSG00000072969,chrX,135742733,135747322,43.7
ENSMUSG00000049057,chr2,89878437,89883026,33.7
ENSMUSG00000038069,chr8,47709344,47713932,42.71
ENSMUSG00000039278,chrX,7919822,7924410,52.63
ENSMUSG00000030682,chr7,126975914,126980501,52.79
ENSMUSG00000059031,chr7,108092999,108097586,36.62
ENSMUSG00000109542,chr7,107842905,107847490,35.89
ENSMUSG00000046006,chr13,110352616,110357199,41.8
ENSMUSG00000060583,chr9,37991825,37996408,35.97
ENSMUSG00000043911,chr9,38814614,38819195,36.23
ENSMUSG00000109212,chr17,37847483,37852057,35.45
ENSMUSG00000074909,chr19,29808400,29812974,41.07
ENSMUSG00000066257,chr16,59344675,59349246,32.85
ENSMUSG00000045930,chr12,58264720,58269290,44.56
ENSMUSG00000043827,chr17,37196425,37200994,47.44
ENSMUSG00000068940,chr12,105191043,105195612,48.56
ENSMUSG00000001131,chrX,20870166,20874735,46.96
ENSMUSG00000024683,chr19,11770391,11774960,43.35
ENSMUSG00000057454,chr7,24636550,24641118,54.19
ENSMUSG00000032591,chr9,108080436,108085003,55.21
ENSMUSG00000063133,chr7,43966751,43971318,49.1
ENSMUSG00000045027,chr17,23993534,23998100,54.08
ENSMUSG00000028889,chr4,124850679,124855242,50.44
ENSMUSG00000013155,chr8,105703651,105708210,53.2
ENSMUSG00000057134,chr10,67544511,67549068,49.01
ENSMUSG00000001494,chr11,101962458,101967015,55.62
ENSMUSG00000046269,chrX,7371274,7375830,50.3
ENSMUSG00000012429,chr13,17695192,17699748,40.27
ENSMUSG00000073755,chr4,126609818,126614371,52.15
ENSMUSG00000018599,chr11,60728398,60732951,55.58
ENSMUSG00000058244,chr7,108610787,108615340,38.19
ENSMUSG00000051050,chr18,44027869,44032417,39.48
ENSMUSG00000039452,chr9,66065176,66069719,54.27
ENSMUSG00000032766,chr6,4003904,4008445,43.17
ENSMUSG00000036422,chr14,79766775,79771312,59.26
ENSMUSG00000055874,chr6,70956531,70961066,49.25
ENSMUSG00000062782,chr7,140334017,140338551,44.63
ENSMUSG00000006221,chr4,141420779,141425311,57.8
ENSMUSG00000063020,chr16,59116537,59121069,35.01
ENSMUSG00000044172,chr17,25120760,25125292,50.25
ENSMUSG00000041075,chr1,59482424,59486955,53.91
ENSMUSG00000058499,chr6,41847535,41852065,38.62
ENSMUSG00000039824,chr10,128494157,128498685,51.58
ENSMUSG00000091931,chr12,102753275,102757803,43.3
ENSMUSG00000050350,chr14,121911253,121915781,44.03
ENSMUSG00000073937,chr7,103944437,103948963,40.36
ENSMUSG00000043881,chr14,79426511,79431036,43.06
ENSMUSG00000040822,chr14,54686216,54690741,47.44
ENSMUSG00000062757,chr2,88863231,88867753,31.51
ENSMUSG00000021478,chr13,54051183,54055705,49.15
ENSMUSG00000002007,chrX,73774405,73778925,53.68
ENSMUSG00000091705,chr17,35342242,35346762,51.01
ENSMUSG00000032330,chr9,79755361,79759878,41.04
ENSMUSG00000023064,chr14,34370274,34374789,53.99
ENSMUSG00000029864,chr6,42245935,42250447,47.09
ENSMUSG00000061637,chr19,13093379,13097891,34.15
ENSMUSG00000094588,chr9,38348411,38352919,37.57
ENSMUSG00000032065,chr9,50556819,50561325,37.08
ENSMUSG00000095510,chrX,37580992,37585496,43.02
ENSMUSG00000046805,chr19,12460779,12465283,45.68
ENSMUSG00000066797,chr1,154201187,154205689,54.32
ENSMUSG00000004394,chr11,6270369,6274870,47.29
ENSMUSG00000024661,chr19,9980598,9985098,48.88
ENSMUSG00000050028,chr14,50639388,50643885,36.88
ENSMUSG00000067526,chr19,12073234,12077731,38.15
ENSMUSG00000047960,chr16,59025797,59030291,34.66
ENSMUSG00000037166,chr7,29289308,29293801,56.32
ENSMUSG00000044068,chr11,22972005,22976496,46.17
ENSMUSG00000031957,chr8,111686519,111691010,51.45
ENSMUSG00000037216,chr1,37871738,37876228,43.29
ENSMUSG00000095239,chr7,108420421,108424911,38.32
ENSMUSG00000062515,chr3,10204088,10208576,42.19
ENSMUSG00000115644,chr6,57359239,57363727,34.53
ENSMUSG00000031633,chr8,46206797,46211284,49.84
ENSMUSG00000027890,chr3,108040408,108044894,51.39
ENSMUSG00000051257,chrX,139333683,139338169,46.82
ENSMUSG00000073949,chr7,103449046,103453531,36.71
ENSMUSG00000021721,chr13,105443639,105448122,49.11
ENSMUSG00000043140,chr16,8633229,8637712,49.13
ENSMUSG00000098188,chr10,59221953,59226434,45.2
ENSMUSG00000052293,chr13,100651579,100656060,42.32
ENSMUSG00000042243,chr13,60781887,60786364,44.53
ENSMUSG00000092607,chr3,95129536,95134011,46.47
ENSMUSG00000039962,chr9,38487085,38491560,33.24
ENSMUSG00000027468,chr2,152485663,152490138,45.04
ENSMUSG00000044061,chr11,59610585,59615060,45.24
ENSMUSG00000067235,chr17,35470089,35474563,53.36
ENSMUSG00000079445,chr1,86302832,86307305,56.24
ENSMUSG00000059326,chr19,61223957,61228429,62.11
ENSMUSG00000059106,chr9,39645085,39649556,37.61
ENSMUSG00000064326,chr12,112644679,112649149,53.97
ENSMUSG00000030335,chr6,125191801,125196269,46.48
ENSMUSG00000029865,chr6,41951630,41956098,35.91
ENSMUSG00000026416,chr1,130906985,130911451,45.44
ENSMUSG00000059864,chr11,49278304,49282769,42.97
ENSMUSG00000022902,chr16,36403992,36408457,40.37
ENSMUSG00000074895,chr13,54783998,54788459,52.6
ENSMUSG00000034793,chr11,102189620,102194081,52.04
ENSMUSG00000005483,chr8,83608193,83612653,52.57
ENSMUSG00000011632,chr7,24541658,24546118,49.85
ENSMUSG00000060974,chr7,140371872,140376331,44.01
ENSMUSG00000049864,chr9,38366896,38371355,36.37
ENSMUSG00000038422,chr4,62499008,62503467,51.12
ENSMUSG00000025496,chr7,141292006,141296464,57.32
ENSMUSG00000071074,chr17,46248080,46252537,55.25
ENSMUSG00000023289,chr6,42038394,42042851,35.6
ENSMUSG00000058396,chr10,127747276,127751732,52.28
ENSMUSG00000031320,chrX,102184941,102189394,45.51
ENSMUSG00000031312,chrX,101449088,101453541,45.98
ENSMUSG00000037085,chr15,58872674,58877127,45.53
ENSMUSG00000039640,chr11,120484613,120489065,52.68
ENSMUSG00000051817,chr2,152393611,152398063,59.94
ENSMUSG00000028671,chr4,135963727,135968178,58.33
ENSMUSG00000006398,chr4,118432901,118437352,50.97
ENSMUSG00000070438,chr11,58815000,58819450,45.74
ENSMUSG00000028684,chr4,116989965,116994413,49.36
ENSMUSG00000063935,chr5,72576806,72581254,50.01
ENSMUSG00000103409,chr9,107592630,107597075,51.53
ENSMUSG00000038276,chr5,24413392,24417835,54.73
ENSMUSG00000018543,chr11,97771481,97775918,46.51
ENSMUSG00000024911,chr19,5460615,5465051,53.48
ENSMUSG00000023057,chr3,122895072,122899506,39.37
ENSMUSG00000037938,chr2,129129700,129134134,49.33
ENSMUSG00000031839,chr8,119344488,119348922,49.72
ENSMUSG00000020232,chr10,81346048,81350480,59.21
ENSMUSG00000070462,chr7,83879873,83884305,54.77
ENSMUSG00000047518,chr4,120532231,120536661,53.85
ENSMUSG00000070421,chr7,104642877,104647305,38.07
ENSMUSG00000021579,chr13,74359578,74364005,48.1
ENSMUSG00000055745,chr15,84553398,84557823,57.3
ENSMUSG00000024958,chr19,6938057,6942480,59.29
ENSMUSG00000063177,chr7,44052290,44056712,49.08
ENSMUSG00000031073,chr7,144896531,144900953,50.21
ENSMUSG00000051486,chr18,37421418,37425836,43.79
ENSMUSG00000061524,chr14,122475435,122479852,54.53
ENSMUSG00000061972,chr17,37279043,37283460,38.86
ENSMUSG00000003477,chr6,55170626,55175043,51.24
ENSMUSG00000029541,chr5,139352617,139357033,56.92
ENSMUSG00000043017,chr7,16906490,16910905,54.55
ENSMUSG00000043102,chr2,31806166,31810580,55.56
ENSMUSG00000024379,chr18,32815383,32819797,42.56
ENSMUSG00000037221,chr5,137596645,137601058,53.62
ENSMUSG00000007946,chr7,101818313,101822726,56.59
ENSMUSG00000057497,chr6,86365646,86370058,47.54
ENSMUSG00000029070,chr4,155839680,155844088,55.21
